timestamp,exchange,path,profit_percent,final_amount,profitable
2025-04-23 17:11:10.091611,Bitfinex,USDT → BTC → ETH → USDT,-0.1847026795872239,998.1529732041278,False
2025-04-23 17:11:23.448767,Bitfinex,USDT → BTC → ETH → USDT,-0.24926798572116696,997.5073201427883,False
